"parcel_name","cort_thick"
"L_TP1_A",3.24733474356222
"L_TP1_B",3.05108920550184
"L_TP1_C",4.23150925256174
"L_TP1_D",3.70116303382028
"L_TP1_E",3.72362082639892
"L_TP1_F",3.50484274060549
"L_TP2.1_A",4.97173051280215
"L_TP2.1_B",4.5650520993931
"L_TP2.1_C",4.02306626550301
"L_TP2.1_D",3.85684383647617
"L_TP2.2_A",5.94869621728878
"L_TP2.2_B",5.38061509994917
"L_TP2.2_C",4.4416850105425
"L_TP2.2_D",4.46567026802003
"L_TP3_A",6.22143767170888
"L_TP3_B",5.49843552673644
"L_TP3_C",4.51551423363025
"L_TP3_D",4.42057939947402
"L_T1_A",3.16650309549936
"L_T1_B",3.07830177926997
"L_T1_C",2.85458530567647
"L_T1_D",2.61804702401393
"L_T1_E",2.70218636514226
"L_T1_F",2.63673786599503
"L_T1_G",2.94911757383071
"L_T2.1_A",3.58800580715302
"L_T2.1_B",3.54131884848808
"L_T2.1_C",3.16264992107568
"L_T2.1_D",3.26699747516595
"L_T2.1_E",3.36229559655902
"L_T2.1_F",3.36760260218365
"L_T2.1_G",4.06716387030788
"L_T2.2_A",4.48832521090118
"L_T2.2_B",4.46805635118784
"L_T2.2_C",4.33570205859205
"L_T2.2_D",4.29607056993333
"L_T2.2_E",4.58544267864508
"L_T2.2_F",4.1492943450678
"L_T2.2_G",4.04591753188778
"L_T3.1_A",4.08201001031901
"L_T3.1_B",4.14846092184772
"L_T3.1_C",4.01196400826496
"L_T3.1_D",4.60240243254088
"L_T3.1_E",4.8264561104054
"L_T3.1_F",4.59019168787721
"L_T3.2_A",3.52188127530938
"L_T3.2_B",3.12322836811188
"L_T3.2_C",3.87272967013852
"L_T3.2_D",4.59882593043007
"L_T3.2_E",4.60918097153968
"L_O1_A",1.92294337927588
"L_O1_B",2.09272481934132
"L_O1_C",2.29114464034494
"L_O1_D",2.24777413784539
"L_O1_E",2.74686872108087
"L_O2.1_A",2.51885549443434
"L_O2.1_B",2.52359997492438
"L_O2.1_C",2.63442296947702
"L_O2.1_D",3.16205300253362
"L_O2.1_E",3.25145438481807
"L_O2.2_A",2.24468399671257
"L_O2.2_B",2.5761926036283
"L_O2.2_C",3.5368436826529
"L_O2.2_D",3.25811365788334
"L_O2.2_E",2.67504335259923
"L_O2.2_F",3.07916744257917
"L_O2.2_G",2.85388042319958
"L_O2.2_H",3.09232415133691
"L_O2.2_I",3.0144486182964
"L_O2.2_J",3.31952537009879
"L_O2.2_K",3.69315052279548
"L_O3_A",2.1823652777855
"L_O3_B",2.08380900067664
"L_O3_C.1",2.55651206680624
"L_O3_C.2",2.39834762762636
"L_O3_D.1",3.46942725879685
"L_O3_D.2",3.22030504249191
"L_O3_E",4.07460617836431
"L_O3_F",3.43470640556708
"L_O3_G",2.94395689919606
"L_O3_H",3.30983349511008
"L_O3_I",4.14286902900862
"L_O4_A",2.72773711571991
"L_O4_B",3.02970992012175
"L_AN1_A",2.82128678332499
"L_AN1_B",3.43046067136027
"L_AN1_C",3.72291065350259
"L_AN2_A",3.08522756733991
"L_AN2_B",3.63791122452839
"L_AN2_C",3.79707997197932
"L_AN2_D",3.79404138143276
"L_SM1_A",2.59595463065628
"L_SM1_B",2.37474644013288
"L_SM1_C",2.54750083121484
"L_SM1_D",2.5973695115687
"L_SM1_E",2.66330675098415
"L_SM2_A",2.99712286222064
"L_SM2_B",2.7711372765107
"L_SM3_A",2.66541715151181
"L_SM3_B",3.17388713618588
"L_SM3_C",3.06305412703103
"L_SM4_A",2.26852621868277
"L_SM4_B",2.69576125138247
"L_SM4_C",2.99562688939219
"L_SM5_A",2.40186789438563
"L_SM5_B",2.8133758201267
"L_SM5_C",3.07640398591507
"L_SM5_D",3.33599561095493
"L_SM5_E",3.31913663304481
"L_P1_A",3.37158717708861
"L_P1_B",2.55411888911875
"L_P1_C",2.07485569623182
"L_P1_D",2.49714408601117
"L_P1_E",1.84453296382318
"L_P1_F",1.88282223449577
"L_P1_G",2.15531697619728
"L_P2_A",2.53750510422447
"L_P2_B",2.4072191811669
"L_P2_C",1.96301327390005
"L_P2_D",2.18302515305455
"L_P3_A",3.06621582880417
"L_P3_B",2.52294636184126
"L_P3_C",2.40513011429783
"L_P3_D",2.23065937553867
"L_P3_E",2.06467786950273
"L_P3_F",2.23242855058251
"L_P4_A",2.31296794816274
"L_P4_B",2.47561109841874
"L_P4_C",2.52324059349584
"L_P4_D",2.34231197676402
"L_P4_E",2.23260497884313
"L_P4_F",2.4672457178284
"L_P4_G",2.3287084772446
"L_S_A",2.1481260533059
"L_S_B",1.62367764405703
"L_S_C",1.41735577356268
"L_S_D",1.434361761211
"L_S_E",1.49283480589524
"L_S_F",1.58143726096018
"L_S_G",1.64625486220017
"L_S_H",1.73678913347832
"L_S_I",1.74146931480124
"L_S_J",1.92825613805155
"L_S_K",1.72886318959023
"L_S_L",2.14911875431723
"L_S_M",2.38424715826911
"L_M1_A",2.34276631372775
"L_M1_B",2.11678554700539
"L_M1_C",2.01612266401223
"L_M1_D",2.64298410332031
"L_M2_A",1.80508568619128
"L_M2_B",1.84726545669769
"L_M2_C",1.98504465004947
"L_M2_D",2.45353540724293
"L_M2_E",2.3732732795448
"L_M2_F",1.98370765189041
"L_M2_G",1.96614191163423
"L_M2_H",2.13004520878273
"L_M2_I",1.72846900438727
"L_M2_J",1.81872559035843
"L_M2_K",2.37962066237853
"L_SF1_A",2.80419579896941
"L_SF1_B",2.27825314394448
"L_SF1_C",2.26138867596047
"L_SF1_D",2.35789641376831
"L_SF2_A",2.81970462945687
"L_SF2_B",2.21598747378028
"L_SF2_C",2.3861776974856
"L_SF2_D",2.9622822334032
"L_SF3_A",2.83817161884029
"L_SF3_B",2.18188411668857
"L_SF3_C",2.50726348295986
"L_SF3_D",2.98658162845687
"L_SF4_A",2.81323760846601
"L_SF4_B",2.22838678057435
"L_SF4_C",2.64372823340738
"L_SF4_D",3.07845026263784
"L_SF5_A",2.78252011102848
"L_SF5_B",2.30886626805151
"L_SF5_C",2.68811310459628
"L_SF5_D",2.74176600166262
"L_SF6_A",2.86834363846466
"L_SF6_B",2.29068240860918
"L_SF6_C",2.6926675459686
"L_SF6_D",2.62893561400074
"L_SF7_A",2.76822396879564
"L_SF7_B",2.40660815971093
"L_SF7_C",2.82015224722867
"L_SF7_D",2.76281922654047
"L_SF7_E",2.89998619479828
"L_SF8_A",2.60021173001765
"L_SF8_B",2.31009068555811
"L_SF8_C",2.56507636050086
"L_SF8_D",2.65875066199166
"L_MF1_A",2.89582571051601
"L_MF1_B",2.99850038302747
"L_MF1_C",3.35287588495854
"L_MF2_A",2.97943153406948
"L_MF2_B",3.04689351790137
"L_MF2_C",3.16144120552536
"L_MF2_D",3.18041635148495
"L_MF3_A",3.30144151062006
"L_MF3_B",3.24797269465184
"L_MF3_C",2.89586978658327
"L_MF3_D",2.54825202935481
"L_MF4_A",3.45684677997976
"L_MF4_B",3.07852016664584
"L_MF4_C",2.58988445652957
"L_MF4_D",2.17086597064552
"L_MF5_A",3.35233036782196
"L_MF5_B",2.48006492403367
"L_MF5_C",2.2242601235686
"L_MF6_A",2.83363486558179
"L_MF6_B",2.59794356347004
"L_MF6_C",2.41826815112667
"L_MF7_A",2.43772612389855
"L_MF7_B",2.43144231937631
"L_MF7_C",2.61310742980417
"L_MF8_A",2.43881514843719
"L_OP_A",1.99993957853546
"L_OP_B",2.25900570756909
"L_OP_C",3.18622650743081
"L_TR1_A",2.86611612617554
"L_TR1_B",2.55627604621087
"L_TR2_A",2.4994970110929
"L_TR2_B",2.60758359807815
"L_TR3_A",2.21009474012717
"L_TR3_B",2.29874108091036
"L_OR_A",2.9652784295133
"L_OR_B",2.54185566797215
"L_OR_C",2.84117132730424
"L_FP1_A",3.41661062864813
"L_FP1_B",3.1119375068858
"L_FP1_C",3.02176603046134
"L_FP1_D",2.66062404660931
"L_FP1_E",2.88772388628441
"L_FP1_F",3.18539314770377
"L_FP1_G",3.33124439170502
"L_FP1_H",3.15748078601635
"L_FP2_A",3.16152792861381
"L_FP2_B",2.52031759219215
"L_FP2_C",2.99626869553709
"L_FP2_D",3.12545304247737
"L_FP3_A",3.14593933992732
"L_FP3_B",2.73715059622373
"L_FP3_C",2.74844498967915
"L_FP3_D",2.90946124373504
"L_FP3_E",3.45312123455415
"L_FP3_F",3.62083442285424
"L_FP3_G",3.2366670796503
"L_FP4_A",2.9313650168162
"L_FP4_B",2.56479118639886
"L_FP4_C",2.60560215844091
"L_FP4_D",2.8140516566299
"L_FP4_E",3.15419944952626
"L_FP4_F",3.29864644881989
"L_FO1_A",3.34893298771358
"L_FO1_B",3.42290810620362
"L_FO1_C",3.20153997551562
"L_FO1_D",3.33564510427447
"L_FO2_A",3.62976134949018
"L_FO2_B",3.55442164686033
"L_FO2_C",2.69186120516472
"L_FO2_D",3.09823108593272
"L_FO2_E",3.21884344529131
"L_FO3_A",4.37029044807779
"L_FO3_B",3.70214580895893
"L_FO3_C",2.88568530151851
"L_FO3_D",4.12333903878916
"L_FO4_A",3.95256023583843
"L_FO4_B",3.55424343585244
"L_FO4_C",3.335043772857
"L_FO4_D",3.37370819250613
"L_FO5_A",3.41087573459067
"L_FO5_B",3.77147634629619
"L_FO5_C",3.44586211131757
"L_FO5_D",3.26334188395031
"L_FO5_E",3.08540298717383
"L_FO6_A",4.17474516103086
"L_FO6_B",4.42116525459438
"L_FO6_C",3.92597985035564
"L_LOT_A",4.64730348842564
"L_LOT_B",3.86660679856343
"L_LOT_C",3.90895232460742
"L_LOT_D",3.9424315534729
"L_LOT_E",3.51287802571521
"L_MOT_A",5.0168044885705
"L_MOT_B",4.10416535929568
"L_MOT_C",4.33435952454697
"L_MOT_D",3.93478087091771
"L_MOT_E",2.85181278172711
"L_MOT_F",2.59578685377779
"L_MOT_G",2.49159178990977
"L_MOT_H",2.47293587350119
"L_PH_A",6.10607124399819
"L_PH_B",4.87914244089377
"L_PH_C",3.21862811815213
"L_PH_D",3.36639228647791
"L_PH_E",3.30172958520932
"L_PH_F",3.11618425922245
"L_PH_G",2.56066978709262
"L_L_A",2.16550734924342
"L_L_B",2.17563298410957
"L_L_C",2.42862915683812
"L_CG_A",2.43097499727216
"L_CG_B",3.15335757158977
"L_CG_C",3.71653255686251
"L_CG_D",4.11991640019054
"L_CG_E",4.16862702246882
"L_CG_F",3.91567084322763
"L_CG_G",3.77426300516888
"L_CG_H",3.53760180403076
"L_CG_I",3.35235709903295
"L_CG_J",3.18844738615082
"L_CG_K",3.15637174865097
"L_CG_L",2.83010690391126
"L_CG_M",2.69926304471741
"L_CG_N.1",2.79908098743668
"L_CG_N.2",2.98363016762838
"L_CG_O",3.17415948353075
"L_CG_P",3.04975598777908
"L_CG_Q",2.30133067493637
"L_CG_R",2.42414731030669
"L_H_A",3.50001148746438
"L_H_B",3.06452315467092
"L_H_C",2.00600464045352
"L_A_A",6.08728025405129
"L_A_B",5.50288759382505
"L_I1_A",3.3061513038663
"L_I1_B",3.31812678362499
"L_I1_C",3.49408501342867
"L_I2_A",3.91741635187402
"L_I2_B",4.39212375127221
"L_I2_C",3.27120808894391
"L_I3_A",3.22458645811428
"L_I3_B",3.44410593690787
"L_I3_C",3.27175416544327
"L_I4_A",2.85827131972972
"L_I4_B",3.05929924312612
"L_I4_C",2.69399274914744
"L_I4_D",2.2279981464282
"L_I5_A",2.07655538860824
"L_I5_B",2.41020647153445
"L_I5_C",2.23755873414157
"L_I5_D",1.7699914629267
"R_TP1_A",3.34321341949583
"R_TP1_B",3.07444659433156
"R_TP1_C",4.30213025752609
"R_TP1_D",3.86546375014535
"R_TP1_E",3.8400045531332
"R_TP1_F",3.40656185515808
"R_TP2.1_A",5.12087470179886
"R_TP2.1_B",4.72782556152366
"R_TP2.1_C",3.85024329930106
"R_TP2.1_D",3.67699644296624
"R_TP2.2_A",5.86112323553786
"R_TP2.2_B",5.5001361676414
"R_TP2.2_C",4.29169303757837
"R_TP2.2_D",4.22550793980005
"R_TP3_A",6.21544302260448
"R_TP3_B",5.49995686722771
"R_TP3_C",4.13070492781292
"R_TP3_D",4.06820776157233
"R_T1_A",2.93051086066068
"R_T1_B",2.69271765807756
"R_T1_C",2.49954300936692
"R_T1_D",2.37200148678757
"R_T1_E",2.3544133750911
"R_T1_F",2.4977788460015
"R_T1_G",3.18589682456174
"R_T2.1_A",3.39963551748591
"R_T2.1_B",3.35821956143014
"R_T2.1_C",2.91276650567594
"R_T2.1_D",2.86029750207425
"R_T2.1_E",3.33223743973269
"R_T2.1_F",3.41320480787336
"R_T2.1_G",3.81956646439459
"R_T2.2_A",4.2354292559469
"R_T2.2_B",4.50878181438606
"R_T2.2_C",4.28979515259382
"R_T2.2_D",4.26524695346091
"R_T2.2_E",4.4037555282687
"R_T2.2_F",4.23417972541926
"R_T2.2_G",3.96665796560472
"R_T3.1_A",3.97922065988872
"R_T3.1_B",4.41114366926598
"R_T3.1_C",4.33113204975871
"R_T3.1_D",4.7070644711458
"R_T3.1_E",4.57664889652198
"R_T3.1_F",4.39748835374612
"R_T3.2_A",3.46363440701508
"R_T3.2_B",3.13076172027633
"R_T3.2_C",3.69250129461391
"R_T3.2_D",4.76623689979255
"R_T3.2_E",4.49740381878302
"R_O1_A",1.92230702151333
"R_O1_B",2.10450641258773
"R_O1_C",2.1575718600613
"R_O1_D",1.91606768824705
"R_O1_E",2.49056328422645
"R_O2.1_A",2.82244496905235
"R_O2.1_B",2.74117424775635
"R_O2.1_C",2.24406931080692
"R_O2.1_D",2.92983393648482
"R_O2.1_E",3.31433223274538
"R_O2.2_A",2.41205483135845
"R_O2.2_B",2.96577383739077
"R_O2.2_C",3.91907980807956
"R_O2.2_D",3.82828896932764
"R_O2.2_E",3.19137077193165
"R_O2.2_F",3.69375773295128
"R_O2.2_G",2.45157862695186
"R_O2.2_H",2.72127381006911
"R_O2.2_I",3.14539716620856
"R_O2.2_J",3.06258041324603
"R_O2.2_K",3.45697401187545
"R_O3_A",2.15185886731656
"R_O3_B",2.19574555889781
"R_O3_C.1",2.77323711977109
"R_O3_C.2",2.42812757021794
"R_O3_D.1",3.76052009268495
"R_O3_D.2",3.66149565522542
"R_O3_E",4.70920179114607
"R_O3_F",3.69604306377791
"R_O3_G",2.96737530167566
"R_O3_H",3.49656452659499
"R_O3_I",3.88492435020327
"R_O4_A",2.67271786277592
"R_O4_B",3.23634892523276
"R_AN1_A",2.89565493948341
"R_AN1_B",3.59267539868467
"R_AN1_C",3.88675821693415
"R_AN2_A",3.10303853383722
"R_AN2_B",3.60483226594453
"R_AN2_C",3.88345292311762
"R_AN2_D",3.80287780386297
"R_SM1_A",2.61509653755167
"R_SM1_B",2.38736861571885
"R_SM1_C",2.49581789867604
"R_SM1_D",2.59646701660669
"R_SM1_E",2.40249935097199
"R_SM2_A",2.99464983336334
"R_SM2_B",2.78990854692191
"R_SM3_A",2.77952852817159
"R_SM3_B",3.16895204164058
"R_SM3_C",3.06764779689091
"R_SM4_A",2.54205737597557
"R_SM4_B",2.96809878994714
"R_SM4_C",3.05250178964895
"R_SM5_A",2.71701355696337
"R_SM5_B",3.05712178795864
"R_SM5_C",3.22423025286048
"R_SM5_D",3.54903934228107
"R_SM5_E",3.52825145506309
"R_P1_A",3.167454293417
"R_P1_B",2.34019403517329
"R_P1_C",1.82983169849831
"R_P1_D",2.18091949118699
"R_P1_E",1.75451857176422
"R_P1_F",2.00658761003089
"R_P1_G",2.35093123640091
"R_P2_A",2.22964497122308
"R_P2_B",1.89226622254888
"R_P2_C",1.74134597028436
"R_P2_D",2.45849879332128
"R_P3_A",3.01027788867439
"R_P3_B",2.36926578129259
"R_P3_C",2.23946650048903
"R_P3_D",2.0228778564279
"R_P3_E",2.10420218894253
"R_P3_F",2.420443656597
"R_P4_A",2.32772901754054
"R_P4_B",2.43160504206358
"R_P4_C",2.50555146981957
"R_P4_D",2.35040444201967
"R_P4_E",2.2507595795496
"R_P4_F",1.97732535593971
"R_P4_G",2.05212643316577
"R_S_A",2.06064475144976
"R_S_B",1.50911268360618
"R_S_C",1.28480852501328
"R_S_D",1.42172003791776
"R_S_E",1.53297370286283
"R_S_F",1.52131147620707
"R_S_G",1.63584608887503
"R_S_H",1.78026510987533
"R_S_I",1.74112880605199
"R_S_J",1.92090036106975
"R_S_K",1.75912706635396
"R_S_L",2.10737071973166
"R_S_M",2.2978578774739
"R_M1_A",2.43881427431777
"R_M1_B",2.31202608587813
"R_M1_C",2.35014373889018
"R_M1_D",2.64385219611295
"R_M2_A",1.61325505188675
"R_M2_B",1.62808005615149
"R_M2_C",1.84515121664103
"R_M2_D",2.40055354244073
"R_M2_E",2.25537562721764
"R_M2_F",1.86492399434356
"R_M2_G",1.80775568731957
"R_M2_H",2.05660464059218
"R_M2_I",1.83964329702126
"R_M2_J",2.13965278738766
"R_M2_K",2.40037064888774
"R_SF1_A",2.53824694998126
"R_SF1_B",2.32130280239174
"R_SF1_C",2.447339058664
"R_SF1_D",2.47803060977966
"R_SF2_A",2.567780384861
"R_SF2_B",2.16728536517955
"R_SF2_C",2.52705331022695
"R_SF2_D",2.89099535918885
"R_SF3_A",2.59853691226885
"R_SF3_B",2.15911713462561
"R_SF3_C",2.58773464411375
"R_SF3_D",2.92190437464157
"R_SF4_A",2.60937090007355
"R_SF4_B",2.24079705434148
"R_SF4_C",2.71021092336549
"R_SF4_D",2.92650234714098
"R_SF5_A",2.5592891275839
"R_SF5_B",2.31019577061436
"R_SF5_C",2.77306122849783
"R_SF5_D",2.70954160657253
"R_SF6_A",2.64215560572024
"R_SF6_B",2.14607326832616
"R_SF6_C",2.61856493998977
"R_SF6_D",2.62617151441385
"R_SF7_A",2.66415645119365
"R_SF7_B",2.294263894028
"R_SF7_C",2.83484612296907
"R_SF7_D",2.67372932487065
"R_SF7_E",2.72804295355663
"R_SF8_A",2.44747121291486
"R_SF8_B",2.1731435091882
"R_SF8_C",2.40817781095661
"R_SF8_D",2.47480216901399
"R_MF1_A",3.10586521574277
"R_MF1_B",3.45509556907486
"R_MF1_C",3.32884180593299
"R_MF2_A",3.00667419723421
"R_MF2_B",3.3595866080629
"R_MF2_C",3.38572962768394
"R_MF2_D",3.3467237704962
"R_MF3_A",2.89037429117481
"R_MF3_B",3.53417588811606
"R_MF3_C",3.05519320895598
"R_MF3_D",2.65305445482337
"R_MF4_A",3.22266369223071
"R_MF4_B",3.26122034954976
"R_MF4_C",2.6230203599603
"R_MF4_D",2.42560816165068
"R_MF5_A",3.17002970536694
"R_MF5_B",2.3979313589159
"R_MF5_C",2.31041061591238
"R_MF6_A",2.86791724559063
"R_MF6_B",2.57042091053525
"R_MF6_C",2.35931985224259
"R_MF7_A",2.49134336740836
"R_MF7_B",2.46898354262619
"R_MF7_C",2.57907499256722
"R_MF8_A",2.32969850108772
"R_OP_A",2.15599234725989
"R_OP_B",2.47927079863152
"R_OP_C",3.16618396683803
"R_TR1_A",3.15721410699793
"R_TR1_B",2.66723213707583
"R_TR2_A",2.69217513045675
"R_TR2_B",2.72238616249151
"R_TR3_A",2.23013659967139
"R_TR3_B",2.36596374782816
"R_OR_A",3.0546640981312
"R_OR_B",2.74446278060617
"R_OR_C",3.00061219925076
"R_FP1_A",3.3199924949015
"R_FP1_B",3.1116351100265
"R_FP1_C",2.82913207644905
"R_FP1_D",2.69666128466238
"R_FP1_E",3.05037029506292
"R_FP1_F",3.26300912093036
"R_FP1_G",3.35904201939877
"R_FP1_H",3.27050758581602
"R_FP2_A",2.84202883298553
"R_FP2_B",2.51411124399008
"R_FP2_C",3.03990829630276
"R_FP2_D",3.1967054144874
"R_FP3_A",2.81736223961822
"R_FP3_B",2.92379112245647
"R_FP3_C",3.08015472163581
"R_FP3_D",3.07950732064091
"R_FP3_E",3.33543084211596
"R_FP3_F",3.56267826146876
"R_FP3_G",3.4969856986563
"R_FP4_A",2.69781928716456
"R_FP4_B",2.71410397973456
"R_FP4_C",2.85673807740183
"R_FP4_D",2.99792461010287
"R_FP4_E",3.30911803737788
"R_FP4_F",3.44697905643267
"R_FO1_A",3.43486057648189
"R_FO1_B",3.37533889271172
"R_FO1_C",3.19161352305637
"R_FO1_D",3.4205561265834
"R_FO2_A",3.77495358636975
"R_FO2_B",3.68454200129207
"R_FO2_C",2.47110182278728
"R_FO2_D",2.86771611288348
"R_FO2_E",3.17775261582642
"R_FO3_A",4.45229932381026
"R_FO3_B",3.55712679337831
"R_FO3_C",2.66922891823059
"R_FO3_D",3.61714934832996
"R_FO4_A",4.19901535626729
"R_FO4_B",2.78691974199699
"R_FO4_C",3.23230257571014
"R_FO4_D",3.208878796044
"R_FO5_A",3.46194194549751
"R_FO5_B",2.90338825238034
"R_FO5_C",3.47582967987066
"R_FO5_D",3.40098984804296
"R_FO5_E",3.24351503499242
"R_FO6_A",3.68507223010542
"R_FO6_B",3.68694351055898
"R_FO6_C",4.05745760012073
"R_LOT_A",4.66344656018721
"R_LOT_B",3.72829803494932
"R_LOT_C",3.72034344018252
"R_LOT_D",3.6237533671619
"R_LOT_E",3.47087116877553
"R_MOT_A",4.92642195505857
"R_MOT_B",3.86654639764236
"R_MOT_C",3.78873679276992
"R_MOT_D",3.73525650477836
"R_MOT_E",2.75320020550489
"R_MOT_F",2.49122163342064
"R_MOT_G",2.47409317693629
"R_MOT_H",2.82354792049684
"R_PH_A",6.18738810024177
"R_PH_B",4.8344261959781
"R_PH_C",3.20197696986243
"R_PH_D",3.30311725457409
"R_PH_E",3.31861474008855
"R_PH_F",2.92131793628199
"R_PH_G",2.51789257510835
"R_L_A",2.1288129128949
"R_L_B",2.37203470471328
"R_L_C",2.66061152891374
"R_CG_A",2.58756198746754
"R_CG_B",2.81227597900121
"R_CG_C",3.27671432471673
"R_CG_D",3.59714594421557
"R_CG_E",3.51649033315758
"R_CG_F",3.49198021372043
"R_CG_G",3.26589460934033
"R_CG_H",3.03171664762826
"R_CG_I",2.98423263527432
"R_CG_J",2.86016040271982
"R_CG_K",2.82969107845942
"R_CG_L",2.69349610770087
"R_CG_M",2.61032816697045
"R_CG_N.1",2.68445852135764
"R_CG_N.2",2.89973884029246
"R_CG_O",2.99833651328741
"R_CG_P",3.08247221596181
"R_CG_Q",2.31562158638972
"R_CG_R",2.37775978271388
"R_H_A",3.43994835624343
"R_H_B",3.01106421351035
"R_H_C",2.08580260153614
"R_A_A",6.07954457376693
"R_A_B",5.44039281350031
"R_I1_A",3.27197990320262
"R_I1_B",3.56568283941604
"R_I1_C",3.6732635850697
"R_I2_A",3.80165555846871
"R_I2_B",4.22883173333722
"R_I2_C",3.13962796880923
"R_I3_A",3.16664575809514
"R_I3_B",3.22174943296646
"R_I3_C",2.91640186577773
"R_I4_A",2.70873871124546
"R_I4_B",2.82237640638589
"R_I4_C",2.49662536134925
"R_I4_D",2.01434861818453
"R_I5_A",1.73380396538807
"R_I5_B",2.0242404845713
"R_I5_C",1.93726211025762
"R_I5_D",1.61962944717116
